"REF_DATE","GEO","DGUID","Products","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1995-01","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.73","","","","2"
"1995-02","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.80","","","","2"
"1995-03","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.76","","","","2"
"1995-04","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.83","","","","2"
"1995-05","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.79","","","","2"
"1995-06","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.77","","","","2"
"1995-07","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.72","","","","2"
"1995-08","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.70","","","","2"
"1995-09","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.74","","","","2"
"1995-10","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.82","","","","2"
"1995-11","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.80","","","","2"
"1995-12","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.77","","","","2"
"1996-01","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.74","","","","2"
"1996-02","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.75","","","","2"
"1996-03","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.73","","","","2"
"1996-04","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.77","","","","2"
"1996-05","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.67","","","","2"
"1996-06","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.63","","","","2"
"1996-07","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.57","","","","2"
"1996-08","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.56","","","","2"
"1996-09","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.59","","","","2"
"1996-10","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.63","","","","2"
"1996-11","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.72","","","","2"
"1996-12","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.70","","","","2"
"1997-01","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.68","","","","2"
"1997-02","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.68","","","","2"
"1997-03","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.67","","","","2"
"1997-04","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.64","","","","2"
"1997-05","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.65","","","","2"
"1997-06","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.70","","","","2"
"1997-07","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.66","","","","2"
"1997-08","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.76","","","","2"
"1997-09","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.63","","","","2"
"1997-10","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.76","","","","2"
"1997-11","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.78","","","","2"
"1997-12","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.86","","","","2"
"1998-01","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.68","","","","2"
"1998-02","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.75","","","","2"
"1998-03","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.71","","","","2"
"1998-04","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.69","","","","2"
"1998-05","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.73","","","","2"
"1998-06","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.76","","","","2"
"1998-07","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.75","","","","2"
"1998-08","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.84","","","","2"
"1998-09","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.81","","","","2"
"1998-10","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.80","","","","2"
"1998-11","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.84","","","","2"
"1998-12","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.85","","","","2"
"1999-01","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.74","","","","2"
"1999-02","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.84","","","","2"
"1999-03","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.88","","","","2"
"1999-04","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.90","","","","2"
"1999-05","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.87","","","","2"
"1999-06","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.96","","","","2"
"1999-07","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.90","","","","2"
"1999-08","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.90","","","","2"
"1999-09","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.96","","","","2"
"1999-10","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.92","","","","2"
"1999-11","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.93","","","","2"
"1999-12","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","3.98","","","","2"
"2000-01","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","4.05","","","","2"
"2000-02","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","4.18","","","","2"
"2000-03","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","4.21","","","","2"
"2000-04","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","4.35","","","","2"
"2000-05","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","4.33","","","","2"
"2000-06","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","4.38","","","","2"
"2000-07","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","4.44","","","","2"
"2000-08","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","4.43","","","","2"
"2000-09","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","4.45","","","","2"
"2000-10","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","4.47","","","","2"
"2000-11","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","4.51","","","","2"
"2000-12","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","4.54","","","","2"
"2001-01","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","4.61","","","","2"
"2001-02","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","4.79","","","","2"
"2001-03","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.07","","","","2"
"2001-04","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.11","","","","2"
"2001-05","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.12","","","","2"
"2001-06","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.17","","","","2"
"2001-07","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.16","","","","2"
"2001-08","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.09","","","","2"
"2001-09","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.15","","","","2"
"2001-10","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.23","","","","2"
"2001-11","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.20","","","","2"
"2001-12","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.29","","","","2"
"2002-01","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.35","","","","2"
"2002-02","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.42","","","","2"
"2002-03","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.32","","","","2"
"2002-04","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.47","","","","2"
"2002-05","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.38","","","","2"
"2002-06","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.47","","","","2"
"2002-07","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.33","","","","2"
"2002-08","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.52","","","","2"
"2002-09","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.45","","","","2"
"2002-10","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.51","","","","2"
"2002-11","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.44","","","","2"
"2002-12","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.42","","","","2"
"2003-01","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.61","","","","2"
"2003-02","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.75","","","","2"
"2003-03","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.70","","","","2"
"2003-04","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.90","","","","2"
"2003-05","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.84","","","","2"
"2003-06","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.66","","","","2"
"2003-07","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.21","","","","2"
"2003-08","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","4.59","","","","2"
"2003-09","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","4.48","","","","2"
"2003-10","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","4.78","","","","2"
"2003-11","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.10","","","","2"
"2003-12","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.13","","","","2"
"2004-01","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.08","","","","2"
"2004-02","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.14","","","","2"
"2004-03","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.21","","","","2"
"2004-04","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.19","","","","2"
"2004-05","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.19","","","","2"
"2004-06","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.46","","","","2"
"2004-07","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.53","","","","2"
"2004-08","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.56","","","","2"
"2004-09","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.61","","","","2"
"2004-10","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.57","","","","2"
"2004-11","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.64","","","","2"
"2004-12","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.67","","","","2"
"2005-01","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.58","","","","2"
"2005-02","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.48","","","","2"
"2005-03","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.61","","","","2"
"2005-04","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.67","","","","2"
"2005-05","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.63","","","","2"
"2005-06","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.63","","","","2"
"2005-07","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.64","","","","2"
"2005-08","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.65","","","","2"
"2005-09","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.60","","","","2"
"2005-10","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.62","","","","2"
"2005-11","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.69","","","","2"
"2005-12","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.65","","","","2"
"2006-01","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.61","","","","2"
"2006-02","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.68","","","","2"
"2006-03","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.60","","","","2"
"2006-04","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.70","","","","2"
"2006-05","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.66","","","","2"
"2006-06","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.72","","","","2"
"2006-07","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.72","","","","2"
"2006-08","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.69","","","","2"
"2006-09","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.96","","","","2"
"2006-10","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.97","","","","2"
"2006-11","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.91","","","","2"
"2006-12","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.95","","","","2"
"2007-01","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.87","","","","2"
"2007-02","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.94","","","","2"
"2007-03","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.84","","","","2"
"2007-04","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.92","","","","2"
"2007-05","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.90","","","","2"
"2007-06","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.98","","","","2"
"2007-07","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.92","","","","2"
"2007-08","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.87","","","","2"
"2007-09","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.98","","","","2"
"2007-10","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","6.07","","","","2"
"2007-11","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.98","","","","2"
"2007-12","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","6.06","","","","2"
"2008-01","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.84","","","","2"
"2008-02","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.92","","","","2"
"2008-03","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","5.98","","","","2"
"2008-04","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","6.10","","","","2"
"2008-05","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","6.31","","","","2"
"2008-06","Canada","2016A000011124","Ground beef, 1 kilogram","Dollars","81","units","0","v735220","1.6","6.19","","","","2"
